Project ,Method,Model,Approach,Original Violations,Resolved Violations,Unresolved Violations,Introduced Issues,Split Count,Cyclomatic (Before),Cognitive (Before),NPath (Before),LOC (Before),Cyclomatic Max (After),Cognitive  Max (After),NPath Max  (After),LOC Max (After) ,Cyclomatic Avg (After),Cognitive  Avg (After),NPath Avg  (After),LOC Avg  (After) ,Average reduction ,Reduction Effectiveness,Tests Total,Passed,Failed,Effectiveness level,Notes,Column 1,
openmrs-core,void addObs(Obs observation), Llama 4 Maverick,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,3,10,20,,48,5,5,,17,4,3.67,,12.67,63.19%,Moderate,6,6,0,Moderate,"Early return pattern 
Single responsibility principle
Code refactoring extraction
",,
openmrs-core,void addObs(Obs observation), R1 Distill Qwen 32B,HYBRID,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,5,10,20,,48,4,4,,15,2.8,2,,8.8,69.58%,Moderate,6,6,0,Moderate,"Early return pattern 
Single responsibility principle
Code refactoring extraction
increased memory usage(ArrayDeque, HashSet)",,
openmrs-core,void addObs(Obs observation), R1 Distill Qwen 32B,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,5,10,20,,48,4,4,,15,2.8,2,,8.8,69.58%,Moderate,6,6,0,Moderate,"Early return pattern 
Single responsibility principle
Code refactoring extraction
increased memory usage(ArrayDeque, HashSet)",,
openmrs-core,void addObs(Obs observation), Gemini 2.0 Flash,HYBRID,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,5,10,20,,48,7,6,,17,2.4,2.25,,8.2,54.86%,Moderate,6,6,0,Moderate,"functional approach with getter/setter abstraction
Single responsibility principle
Code refactoring extraction
",,
openmrs-core,void addObs(Obs observation), Gemini 2.0 Flash,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",CognitiveComplexity,"CyclomaticComplexity, ExcessiveLinesOfCode",No,1,10,20,,48,10,14,,34,10,14,,38,19.72%,Minimal,6,6,0,Minimal,"Early return pattern 
increased memory usage(ArrayDeque, HashSet)",,
openmrs-core,boolean isExpired(Date aCheckDate), Llama 4 Maverick,HYBRID,CyclomaticComplexity,CyclomaticComplexity,,No,6,10,,,17,5,,,,2.33,,,,50.00%,Moderate,9,9,0,Moderate,"Single responsibility principle
Code refactoring extraction
reduced duplication
",,
openmrs-core,boolean isExpired(Date aCheckDate), Llama 4 Maverick,LLM_ONLY,CyclomaticComplexity,CyclomaticComplexity,,No,5,10,,,17,5,,,,2.2,,,,50.00%,Moderate,9,5,4,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction
Logic error in return statement, using AND instead of OR)",,
openmrs-core,boolean isExpired(Date aCheckDate), R1 Distill Qwen 32B,HYBRID,CyclomaticComplexity,CyclomaticComplexity,,No,6,10,,,17,5,,,,2.17,,,,50.00%,Moderate,9,9,0,Moderate,"Single responsibility principle
Code refactoring extraction
Redundancy
",,
openmrs-core,boolean isExpired(Date aCheckDate), R1 Distill Qwen 32B,LLM_ONLY,CyclomaticComplexity,CyclomaticComplexity,,No,1,10,,,17,7,,,,7,,,,30.00%,Low,9,9,0,Low,"multiple responsibilities
No method call overhead ",,
openmrs-core,boolean isExpired(Date aCheckDate), Gemini 2.0 Flash,HYBRID,CyclomaticComplexity,CyclomaticComplexity,,No,4,10,,,17,7,,,,3.25,,,,30.00%,Low,9,9,0,Low,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,boolean isExpired(Date aCheckDate), Gemini 2.0 Flash,LLM_ONLY,CyclomaticComplexity,CyclomaticComplexity,,No,1,10,,,17,9,,,,9,,,,10.00%,Minimal,9,9,0,Minimal,"multiple responsibilities
No method call overhead 
Some duplication with null check ",,
openmrs-core,void addAttribute(PersonAttribute newAttribute), Llama 4 Maverick,HYBRID,"CognitiveComplexity, CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,8,11,19,,33,5,6,,12,2.13,2.33,,12,62.20%,Moderate,7,6,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction",,
openmrs-core,void addAttribute(PersonAttribute newAttribute), Llama 4 Maverick,LLM_ONLY,"CognitiveComplexity, CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,6,11,19,,33,5,6,,12,2.17,2.5,,6.33,62.20%,Moderate,7,6,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction",,
openmrs-core,void addAttribute(PersonAttribute newAttribute), R1 Distill Qwen 32B,HYBRID,"CognitiveComplexity, CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, ExcessiveLinesOfCode, CognitiveComplexity",,No,6,11,19,,33,6,7,,15,2.5,4.33,,6.67,54.39%,Moderate,7,7,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,void addAttribute(PersonAttribute newAttribute), R1 Distill Qwen 32B,LLM_ONLY,"CognitiveComplexity, CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,6,11,19,,33,6,8,,19,2.67,4,,7.33,48.59%,Low,7,6,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction
some suplciation between null checks",,
openmrs-core,void addAttribute(PersonAttribute newAttribute), Gemini 2.0 Flash,HYBRID,"CognitiveComplexity, CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,4,11,19,,33,7,7,,20,3.25,4.33,,9.25,46.31%,Low,7,7,0,Low,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,void addAttribute(PersonAttribute newAttribute), Gemini 2.0 Flash,LLM_ONLY,"CognitiveComplexity, CyclomaticComplexity, ExcessiveLinesOfCode",CyclomaticComplexity,"CognitiveComplexity, ExcessiveLinesOfCode",No,1,11,19,,33,9,18,,32,9,18,,32,8.83%,Minimal,7,6,1,Ineffective(Test Fails),logic is tightly coupled,,
openmrs-core,PersonName getPersonName(), Llama 4 Maverick,HYBRID,CognitiveComplexity,CognitiveComplexity,,No,1,,15,,21,,6,,,,6,,,60.00%,Moderate,6,6,0,Moderate,Single responsibility principle,,
openmrs-core,PersonName getPersonName(), Llama 4 Maverick,LLM_ONLY,CognitiveComplexity,CognitiveComplexity,,No,1,,15,,21,,4,,,,4,,,73.33%,Moderate,6,6,0,Moderate,"Uses stream API
Concise solution",,
openmrs-core,PersonName getPersonName(), R1 Distill Qwen 32B,HYBRID,CognitiveComplexity,CognitiveComplexity,,Yes,1,,15,,21,,8,,,,8,,,46.67%,Low,6,,,Ineffective(Error or Untestable),"Uses stream API
Uses a method thata doesn't exist",,
openmrs-core,PersonName getPersonName(), R1 Distill Qwen 32B,LLM_ONLY,CognitiveComplexity,CognitiveComplexity,,Yes,1,,15,,21,,6,,,,6,,,60.00%,Moderate,6,,,Ineffective(Error or Untestable),"Uses a method that doesn't exist
Optional not properly handled ",,
openmrs-core,PersonName getPersonName(), Gemini 2.0 Flash,HYBRID,CognitiveComplexity,CognitiveComplexity,,No,1,,15,,21,,6,,,,6,,,60.00%,Moderate,6,6,0,Moderate,Uses stream API,,
openmrs-core,PersonName getPersonName(), Gemini 2.0 Flash,LLM_ONLY,CognitiveComplexity,CognitiveComplexity,,No,1,,15,,21,,6,,,,6,,,60.00%,Moderate,6,6,0,Moderate,Uses stream API,,
openmrs-core,"int compare(PersonName pn1, PersonName pn2) ", Llama 4 Maverick,HYBRID,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,5,12,,1152,36,6,,32,23,3.2,,9.2,11.4,61.11%,Moderate,10,10,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"int compare(PersonName pn1, PersonName pn2) ", Llama 4 Maverick,LLM_ONLY,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",,Yes,4,12,,1152,36,1,,3,14,1,,1.75,7.75,84.17%,High,10,,,Ineffective(Error or Untestable),"The refactored code is more elegant and functional, but it introduces type safety issues.",,
openmrs-core,"int compare(PersonName pn1, PersonName pn2) ", R1 Distill Qwen 32B,HYBRID,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",No,11,12,,1152,36,10,,512,31,2,,47.64,6.09,28.70%,Low,10,10,0,Low,"Single responsibility principle
Code refactoring extraction
Stream API
",,
openmrs-core,"int compare(PersonName pn1, PersonName pn2) ", R1 Distill Qwen 32B,LLM_ONLY,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",,ExcessiveLinesOfCode,No,2,12,,1152,36,8,,64,31,4.5,,27.5,17,47.22%,Low,10,10,0,Low,"Functional appraoch
",,
openmrs-core,"int compare(PersonName pn1, PersonName pn2) ", Gemini 2.0 Flash,HYBRID,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,5,12,,1152,36,6,,32,19,3.2,,9.2,11.2,64.81%,Moderate,10,10,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"int compare(PersonName pn1, PersonName pn2) ", Gemini 2.0 Flash,LLM_ONLY,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",,"CyclomaticComplexity, NPathComplexity, ExcessiveLinesOfCode",No,1,12,,1152,36,12,,1536,35,12,,1536,35,-10.19%,Negative,10,10,0,Ineffective(Increased complexity),,,
openmrs-core,"static Collection<OpenmrsObject> getChildCollection(OpenmrsObject openmrsObject, Field field)", Llama 4 Maverick,HYBRID,"CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, ExcessiveLinesOfCode",,No,3,10,,,41,3,,,11,3.33,,,9.67,71.59%,Moderate,3,3,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"static Collection<OpenmrsObject> getChildCollection(OpenmrsObject openmrsObject, Field field)", Llama 4 Maverick,LLM_ONLY,"CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, ExcessiveLinesOfCode",,No,4,10,,,41,5,,,13,2.5,,,9,59.15%,Moderate,3,3,0,Moderate,"clean exception handling
proper abstraction
Single responsibility principle
Code refactoring extraction",,
openmrs-core,"static Collection<OpenmrsObject> getChildCollection(OpenmrsObject openmrsObject, Field field)", R1 Distill Qwen 32B,HYBRID,"CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, ExcessiveLinesOfCode",,Yes,4,10,,,41,7,,,14,3.25,,,9.5,47.93%,Low,3,,,Ineffective(Error or Untestable),"Single responsibility principle
Code refactoring extraction
parameter type mismatch
type safety issues",,
openmrs-core,"static Collection<OpenmrsObject> getChildCollection(OpenmrsObject openmrsObject, Field field)", R1 Distill Qwen 32B,LLM_ONLY,"CyclomaticComplexity, ExcessiveLinesOfCode",CyclomaticComplexity,,No,3,10,,,41,7,,,13,4,,,10.67,49.15%,Low,3,3,0,Low,"added finally block for proper cleanup
Single responsibility principle
Code refactoring extraction
",,
openmrs-core,"static Collection<OpenmrsObject> getChildCollection(OpenmrsObject openmrsObject, Field field)", Gemini 2.0 Flash,HYBRID,"CyclomaticComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, ExcessiveLinesOfCode",,No,3,10,,,41,7,,,15,4,,,11,46.71%,Low,3,3,0,Low,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"static Collection<OpenmrsObject> getChildCollection(OpenmrsObject openmrsObject, Field field)", Gemini 2.0 Flash,LLM_ONLY,"CyclomaticComplexity, ExcessiveLinesOfCode",,CyclomaticComplexity,No,1,10,,,41,10,,,25,10,,,25,19.51%,Minimal,3,3,0,Minimal,"Exception handling logic mixes concerns
",,
openmrs-core,PatientIdentifier savePatientIdentifier(PatientIdentifier patientIdentifier), Llama 4 Maverick,HYBRID,CyclomaticComplexity,CyclomaticComplexity,,No,4,10,,,23,3,,,,2,,,,70.00%,Moderate,7,7,0,Moderate,"Single responsibility principle
Code refactoring extraction
better null handling",,
openmrs-core,PatientIdentifier savePatientIdentifier(PatientIdentifier patientIdentifier), Llama 4 Maverick,LLM_ONLY,CyclomaticComplexity,CyclomaticComplexity,,No,4,10,,,23,4,,,,2,,,,60.00%,Moderate,7,7,0,Moderate,"Single responsibility principle
Code refactoring extraction
",,
openmrs-core,PatientIdentifier savePatientIdentifier(PatientIdentifier patientIdentifier), R1 Distill Qwen 32B,HYBRID,CyclomaticComplexity,CyclomaticComplexity,,No,3,10,,,23,9,,,,4.33,,,,10.00%,Minimal,7,6,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction
Redundant null check
",,2
openmrs-core,PatientIdentifier savePatientIdentifier(PatientIdentifier patientIdentifier), R1 Distill Qwen 32B,LLM_ONLY,CyclomaticComplexity,CyclomaticComplexity,,No,3,10,,,23,9,,,,4,,,,10.00%,Minimal,7,7,0,Minimal,"Removed redudant null check
Single responsibility principle
Code refactoring extraction",,
openmrs-core,PatientIdentifier savePatientIdentifier(PatientIdentifier patientIdentifier), Gemini 2.0 Flash,LLM_ONLY,CyclomaticComplexity,CyclomaticComplexity,,No,4,10,,,23,7,,,,2.75,,,,30.00%,Low,7,7,0,Low,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,PatientIdentifier savePatientIdentifier(PatientIdentifier patientIdentifier), Gemini 2.0 Flash,HYBRID,CyclomaticComplexity,CyclomaticComplexity,,No,2,10,,,23,8,,,,5,,,,20.00%,Low,7,7,0,Low,A method contains a more complex boolean expression,,
openmrs-core,"Allergies setAllergies(Patient patient, Allergies allergies)", Llama 4 Maverick,HYBRID,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,7,12,17,,53,3,4,,11,2.29,1.83,,7,76.91%,Moderate,14,14,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"Allergies setAllergies(Patient patient, Allergies allergies)", Llama 4 Maverick,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,7,12,17,,53,4,4,,10,2.43,2,,7.29,74.76%,Moderate,14,14,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"Allergies setAllergies(Patient patient, Allergies allergies)", R1 Distill Qwen 32B,HYBRID,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,7,12,17,,53,5,4,,12,2.57,3,,7.29,70.72%,Moderate,14,6,8,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"Allergies setAllergies(Patient patient, Allergies allergies)", R1 Distill Qwen 32B,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,3,12,17,,53,7,11,,20,4.64,9,,12.33,46.41%,Low,14,14,0,Low,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"Allergies setAllergies(Patient patient, Allergies allergies)", Gemini 2.0 Flash,HYBRID,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,5,12,17,,53,7,7,,11,3.6,4.25,,9.2,59.91%,Moderate,14,14,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"Allergies setAllergies(Patient patient, Allergies allergies)", Gemini 2.0 Flash,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, ExcessiveLinesOfCode",,No,3,12,17,,53,7,7,,15,4.67,5,,12.33,57.40%,Moderate,14,14,0,Moderate,"Single responsibility principle
Code refactoring extraction",,
openmrs-core,"void processNK1(Patient patient, NK1 nk1)", Llama 4 Maverick,HYBRID,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,8,20,21,1600,78,7,4,9,18,3.38,2.5,4,9.63,80.58%,High,6,6,0,High,"Single responsibility principle
Code refactoring extraction
improved flow control ",,
openmrs-core,"void processNK1(Patient patient, NK1 nk1)", Llama 4 Maverick,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,6,20,21,1600,78,7,5,18,16,4.17,2.67,6,11.5,79.89%,Moderate,6,6,0,Moderate,"Single responsibility principle
Code refactoring extraction
improved flow control 
improved null handling",,
openmrs-core,"void processNK1(Patient patient, NK1 nk1)", R1 Distill Qwen 32B,HYBRID,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,10,20,21,1600,78,3,3,4,15,2.5,1.56,2.2,8.3,87.81%,High,6,5,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction
improved error handling",,
openmrs-core,"void processNK1(Patient patient, NK1 nk1)", R1 Distill Qwen 32B,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,Yes,9,20,21,1600,78,8,9,19,18,3.11,2.57,3.78,9,73.22%,Moderate,6,,,Ineffective(Error or Untestable),"missing refernces adn parameters
parameter duplication across different methods",,
openmrs-core,"void processNK1(Patient patient, NK1 nk1)", Gemini 2.0 Flash,HYBRID,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,8,20,21,1600,78,6,5,18,18,3.38,1.88,4.38,10.63,80.50%,High,6,6,0,High,"Single responsibility principle
Code refactoring extraction
improved error handling",,
openmrs-core,"void processNK1(Patient patient, NK1 nk1)", Gemini 2.0 Flash,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","NPathComplexity, CognitiveComplexity","CyclomaticComplexity, ExcessiveLinesOfCode",No,3,20,21,1600,78,13,8,96,38,7.33,5.33,39,21.33,60.55%,Moderate,6,6,0,Moderate,"Uses regex instead of pattern
fewer methods but long main method",,
openmrs-core,Person createPersonFromNK1(NK1 nk1) throws HL7Exception, Llama 4 Maverick,HYBRID,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,9,28,37,30720,121,9,7,20,26,3.89,3.25,6.56,12.22,81.85%,High,6,5,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction
better null checking
better error handling",,
openmrs-core,Person createPersonFromNK1(NK1 nk1) throws HL7Exception, Llama 4 Maverick,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,10,28,37,30720,121,8,7,36,30,3.8,2.7,6.3,11.8,81.90%,High,6,6,0,High,"Clear data flow and explicit validation steps
the state changes are more visible",,
openmrs-core,Person createPersonFromNK1(NK1 nk1) throws HL7Exception, R1 Distill Qwen 32B,HYBRID,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,Yes,11,28,37,30720,121,9,11,39,33,3.55,3,7,11.37,77.68%,Moderate,6,,,Ineffective(Error or Untestable),"Single responsibility principle
Code refactoring extraction
Multiple unhandled exceptions in the extracted methods, adding the exception handling resolved the compliation error and all tests passed ",,
openmrs-core,Person createPersonFromNK1(NK1 nk1) throws HL7Exception, R1 Distill Qwen 32B,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity",ExcessiveLinesOfCode,Yes,7,28,37,30720,121,13,18,80,33,6.29,5.71,17.86,19.86,69.35%,Moderate,6,,,Ineffective(Error or Untestable),"Multiple unhandled exceptions in the extracted methods
Incorrect method argument",,
openmrs-core,Person createPersonFromNK1(NK1 nk1) throws HL7Exception, Gemini 2.0 Flash,HYBRID,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity",ExcessiveLinesOfCode,No,10,28,37,30720,121,9,12,20,33,3.8,3.88,5.3,11.7,77.02%,Moderate,6,5,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction",,
openmrs-core,Person createPersonFromNK1(NK1 nk1) throws HL7Exception, Gemini 2.0 Flash,LLM_ONLY,"CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode","CyclomaticComplexity, CognitiveComplexity, NPathComplexity, ExcessiveLinesOfCode",,No,8,28,37,30720,121,9,8,20,27,4.38,3.86,7,13.63,80.96%,High,6,5,1,Ineffective(Test Fails),"Single responsibility principle
Code refactoring extraction
Mutaion of parameters ",,
